learner_id,step,skill,item_id,difficulty,label,hidden_prob,bkt_pred,elo_pred
L034,12,counting,CX009,5.0,0,0.3303,0.2368,0.4657
L034,13,counting,CX002,2.0,1,0.4468,0.1529,0.5993
L034,14,counting,CX002,2.0,0,0.556,0.5144,0.6125
L034,15,counting,CX006,4.0,0,0.4465,0.2229,0.4926
L034,16,counting,CX009,5.0,0,0.4433,0.1505,0.4258
L034,17,counting,CX009,5.0,0,0.4837,0.1391,0.4115
L034,18,counting,CX005,3.0,1,0.5414,0.1374,0.497
L034,19,counting,CX004,3.0,1,0.5965,0.4874,0.5144
L034,20,subtraction,SX007,6.0,0,0.4866,0.5505,0.3823
L034,21,subtraction,SX009,7.0,0,0.4688,0.2368,0.3243
L034,22,subtraction,SX008,7.0,1,0.5245,0.1529,0.3146
L034,23,subtraction,S002,6.0,1,0.63,0.5144,0.3816
L035,0,word_problem,WX008,7.0,0,0.1306,0.35,0.3666
L035,1,addition,AX008,6.0,1,0.3428,0.35,0.4023
L035,2,subtraction,S001,4.0,0,0.2587,0.35,0.5224
L035,3,subtraction,SX005,5.0,0,0.2238,0.1755,0.4541
L035,4,number_sense,NX010,7.0,0,0.5177,0.35,0.343
L035,5,subtraction,SX002,4.0,0,0.2814,0.1428,0.4768
L035,6,subtraction,SX002,4.0,0,0.2862,0.138,0.4604
L035,7,subtraction,S002,6.0,0,0.2485,0.1373,0.3486
L035,8,subtraction,S003,9.0,0,0.1279,0.1372,0.2179
L035,9,subtraction,SX009,7.0,1,0.2597,0.1372,0.288
L035,10,number_sense,NX009,6.0,1,0.4972,0.1755,0.3532
L035,11,word_problem,WX002,4.0,1,0.2733,0.1755,0.4718
L035,12,counting,CX002,2.0,1,0.7474,0.35,0.5898
L035,13,subtraction,S001,4.0,0,0.4244,0.4871,0.5042
L035,14,subtraction,SX004,5.0,0,0.3992,0.2134,0.4368
L035,15,subtraction,SX001,3.0,0,0.4544,0.1489,0.5221
L035,16,subtraction,S002,6.0,0,0.337,0.1388,0.357
L035,17,subtraction,SX002,4.0,0,0.4197,0.1374,0.4416
L035,18,subtraction,S003,9.0,0,0.295,0.1372,0.2137
L035,19,subtraction,S002,6.0,1,0.4012,0.1372,0.3256
L035,20,subtraction,SX008,7.0,1,0.3968,0.4871,0.3023
L035,21,number_sense,NX002,3.0,1,0.7052,0.5505,0.5165
L035,22,word_problem,WX005,5.0,0,0.3094,0.5505,0.4328
L035,23,word_problem,WX002,4.0,1,0.3121,0.2368,0.4679
L036,0,number_sense,NX002,3.0,1,0.4659,0.35,0.5644
L036,1,word_problem,WX008,7.0,0,0.1867,0.35,0.3807
L036,2,counting,CX009,5.0,1,0.5415,0.35,0.466
L036,3,word_problem,WX007,6.0,0,0.1988,0.1755,0.4344
L036,4,counting,CX002,2.0,1,0.6761,0.7429,0.6182
L036,5,word_problem,WX006,6.0,1,0.2447,0.1428,0.4326
L036,6,addition,A001,3.0,0,0.3994,0.35,0.6015
L036,7,addition,A003,8.0,0,0.1864,0.1755,0.3365
L036,8,addition,AX004,4.0,0,0.3347,0.1428,0.5201
L036,9,addition,AX005,4.0,0,0.3918,0.138,0.5022
L036,10,addition,A001,3.0,1,0.4074,0.1373,0.5351
L036,11,subtraction,SX001,3.0,1,0.6711,0.35,0.5511
L036,12,addition,AX004,4.0,0,0.4259,0.4872,0.5164
L036,13,addition,AX006,5.0,0,0.4218,0.2134,0.4484
L036,14,addition,AX004,4.0,0,0.412,0.1489,0.4831
L036,15,addition,AX007,5.0,1,0.3926,0.1388,0.4168
L036,16,addition,A002,5.0,1,0.4813,0.4899,0.4365
L036,17,word_problem,WX001,3.0,1,0.4016,0.497,0.5561
L036,18,number_sense,NX009,6.0,0,0.4598,0.7429,0.4212
L036,19,number_sense,NX009,6.0,0,0.414,0.3535,0.4071
L036,20,number_sense,NX010,7.0,1,0.46,0.1763,0.3467
L036,21,number_sense,NX002,3.0,1,0.5906,0.5517,0.5653
L036,22,subtraction,SX005,5.0,1,0.7069,0.7429,0.4799
L036,23,addition,AX008,6.0,0,0.5248,0.8346,0.4477
L037,0,word_problem,WX007,6.0,0,0.6194,0.35,0.4145
L037,1,number_sense,NX004,4.0,0,0.4899,0.35,0.5001
L037,2,addition,AX009,6.0,0,0.4768,0.35,0.3842
L037,3,counting,CX004,3.0,0,0.2262,0.35,0.5199
L037,4,counting,CX003,2.0,0,0.2637,0.1755,0.5521
L037,5,counting,C002,2.0,0,0.2564,0.1428,0.5332
L037,6,counting,C001,1.0,0,0.3016,0.138,0.5648
L037,7,counting,CX004,3.0,0,0.2143,0.1373,0.4452
L037,8,counting,CX008,5.0,1,0.1956,0.1372,0.3352
L037,9,number_sense,NX010,7.0,1,0.4254,0.1755,0.2698
L037,10,addition,A001,3.0,1,0.5405,0.1755,0.4778
L037,11,word_problem,WX005,5.0,1,0.6754,0.1755,0.3966
L037,12,subtraction,S001,4.0,0,0.1975,0.35,0.4663
L037,13,subtraction,SX009,7.0,0,0.1108,0.1755,0.3092
L037,14,subtraction,SX001,3.0,0,0.2416,0.1428,0.4899
L037,15,subtraction,SX002,4.0,0,0.2494,0.138,0.4232
L037,16,subtraction,S002,6.0,0,0.1635,0.1373,0.3162
L037,17,subtraction,S003,9.0,0,0.05,0.1372,0.1948
L037,18,subtraction,S001,4.0,1,0.2896,0.1372,0.392
L037,19,counting,CX006,4.0,0,0.3059,0.4871,0.4122
L037,20,counting,CX003,2.0,0,0.3428,0.2134,0.4978
L037,21,counting,C001,1.0,1,0.3912,0.1489,0.5309
L037,22,subtraction,SX002,4.0,1,0.3325,0.4871,0.3975
L037,23,counting,CX004,3.0,0,0.399,0.5076,0.4673
L038,0,counting,CX005,3.0,1,0.5555,0.35,0.5644
L038,1,counting,CX004,3.0,0,0.6137,0.7429,0.5791
L038,2,addition,A002,5.0,0,0.5767,0.35,0.4592
L038,3,subtraction,SX005,5.0,0,0.5532,0.35,0.4434
L038,4,number_sense,NX010,7.0,1,0.0896,0.35,0.3337
L038,5,addition,AX001,2.0,1,0.747,0.1755,0.6006
L038,6,subtraction,SX009,7.0,1,0.4879,0.1755,0.3672
L038,7,word_problem,WX010,8.0,0,0.0689,0.35,0.3411
L038,8,word_problem,WX001,3.0,0,0.2981,0.1755,0.5749
L038,9,word_problem,WX008,7.0,0,0.1625,0.1428,0.3582
L038,10,word_problem,WX001,3.0,1,0.286,0.138,0.5432
L038,11,counting,CX004,3.0,1,0.6977,0.3535,0.5588
L038,12,word_problem,WX010,8.0,0,0.1782,0.4885,0.3296
L038,13,word_problem,WX002,4.0,1,0.3081,0.2139,0.5125
L038,14,addition,AX007,5.0,1,0.639,0.5505,0.479
L038,15,subtraction,SX005,5.0,1,0.5836,0.5505,0.497
L038,16,word_problem,WX007,6.0,0,0.3207,0.6044,0.4641
L038,17,word_problem,WX006,6.0,1,0.3267,0.2611,0.4482
L038,18,word_problem,W002,8.0,0,0.2993,0.6602,0.3694
L038,19,word_problem,WX003,4.0,0,0.5082,0.292,0.5548
L038,20,word_problem,W001,6.0,0,0.3993,0.1631,0.4355
L038,21,word_problem,WX001,3.0,1,0.5044,0.1409,0.5707
L038,22,word_problem,WX004,5.0,1,0.5188,0.4937,0.4853
L038,23,number_sense,NX003,3.0,0,0.2881,0.7429,0.6023
L039,0,subtraction,S002,6.0,1,0.4982,0.35,0.4145
L039,1,counting,C001,1.0,0,0.2451,0.35,0.6776
L039,2,number_sense,NX002,3.0,1,0.3985,0.35,0.5613
L039,3,counting,CX008,5.0,0,0.0955,0.1755,0.476
L039,4,counting,C001,1.0,1,0.2784,0.1428,0.6557
L039,5,addition,AX008,6.0,1,0.2918,0.35,0.4217
L039,6,word_problem,WX004,5.0,0,0.1797,0.35,0.4914
L039,7,word_problem,W001,6.0,0,0.1584,0.1755,0.4247
L039,8,word_problem,WX010,8.0,1,0.1165,0.1428,0.3175
L039,9,counting,CX009,5.0,0,0.1528,0.497,0.4834
L039,10,counting,CX001,1.0,0,0.2906,0.2167,0.6621
L039,11,counting,CX001,1.0,0,0.2814,0.1494,0.6413
L039,12,counting,CX002,2.0,0,0.3054,0.1389,0.5722
L039,13,counting,CX007,4.0,1,0.232,0.1374,0.4524
L039,14,counting,CX005,3.0,1,0.2996,0.4874,0.5215
L039,15,word_problem,WX007,6.0,0,0.2348,0.497,0.3888
L039,16,word_problem,WX007,6.0,0,0.2885,0.2167,0.3761
L039,17,word_problem,WX010,8.0,0,0.1936,0.1494,0.2767
L039,18,word_problem,WX006,6.0,0,0.2724,0.1389,0.3552
L039,19,word_problem,WX004,5.0,1,0.321,0.1374,0.3909
L039,20,word_problem,WX004,5.0,1,0.3977,0.4874,0.4111
L039,21,number_sense,NX003,3.0,0,0.3973,0.7429,0.5311
L039,22,number_sense,NX007,5.0,0,0.3612,0.3535,0.413
L039,23,number_sense,NX002,3.0,1,0.4906,0.1763,0.4986
L040,0,number_sense,NX008,6.0,0,0.2126,0.35,0.4145
L040,1,addition,A003,8.0,0,0.4189,0.35,0.3088
L040,2,addition,AX007,5.0,0,0.522,0.1755,0.4393
L040,3,word_problem,WX008,7.0,0,0.05,0.35,0.3302
L040,4,subtraction,SX006,6.0,1,0.5601,0.35,0.3655
L040,5,addition,A002,5.0,0,0.5343,0.1428,0.4348
L040,6,addition,A001,3.0,1,0.6519,0.138,0.5201
L040,7,number_sense,NX008,6.0,1,0.171,0.1755,0.3875
L040,8,word_problem,WX010,8.0,0,0.05,0.1755,0.3152
L040,9,word_problem,WX004,5.0,0,0.0783,0.1428,0.4464
L040,10,word_problem,WX010,8.0,0,0.0519,0.138,0.2929
L040,11,word_problem,WX007,6.0,0,0.1274,0.1373,0.3731
L040,12,word_problem,WX004,5.0,0,0.1599,0.1372,0.4088
L040,13,word_problem,WX008,7.0,0,0.0516,0.1372,0.304
L040,14,word_problem,WX001,3.0,0,0.2716,0.1372,0.4839
L040,15,word_problem,WX005,5.0,0,0.1969,0.1372,0.3695
L040,16,word_problem,WX009,7.0,0,0.0989,0.1372,0.2713
L040,17,word_problem,WX007,6.0,0,0.174,0.1372,0.3049
L040,18,word_problem,WX004,5.0,0,0.1814,0.1372,0.3397
L040,19,word_problem,WX001,3.0,0,0.2738,0.1372,0.4234
L040,20,word_problem,WX003,4.0,0,0.2287,0.1372,0.3615
L040,21,word_problem,WX010,8.0,0,0.1644,0.1372,0.1939
L040,22,word_problem,WX008,7.0,0,0.1361,0.1372,0.2227
L040,23,word_problem,WX008,7.0,0,0.1612,0.1372,0.2174
L041,0,number_sense,NX009,6.0,1,0.1402,0.35,0.4145
L041,1,addition,AX005,4.0,1,0.5031,0.35,0.5346
L041,2,counting,CX004,3.0,1,0.6725,0.35,0.5997
L041,3,counting,C001,1.0,1,0.8129,0.7429,0.7032
L041,4,number_sense,NX005,4.0,0,0.2388,0.7429,0.5742
L041,5,subtraction,SX006,6.0,0,0.1578,0.35,0.4543
L041,6,subtraction,SX007,6.0,0,0.1899,0.1755,0.4388
L041,7,subtraction,S003,9.0,0,0.0789,0.1428,0.2868
L041,8,subtraction,S001,4.0,0,0.2514,0.138,0.5142
L041,9,subtraction,S002,6.0,1,0.1737,0.1373,0.3972
L041,10,word_problem,WX005,5.0,1,0.6223,0.35,0.4669
L041,11,number_sense,N002,7.0,0,0.1314,0.3535,0.3866
L041,12,number_sense,NX006,5.0,0,0.2407,0.1763,0.472
L041,13,number_sense,NX009,6.0,0,0.1726,0.1429,0.4064
L041,14,number_sense,NX001,2.0,0,0.3137,0.138,0.5917
L041,15,number_sense,NX002,3.0,0,0.3171,0.1373,0.5219
L041,16,number_sense,NX010,7.0,0,0.1976,0.1372,0.3121
L041,17,number_sense,NX003,3.0,1,0.3234,0.1372,0.4931
L041,18,number_sense,NX008,6.0,0,0.3034,0.4871,0.3631
L041,19,number_sense,N001,3.0,0,0.4033,0.2134,0.4981
L041,20,number_sense,NX003,3.0,0,0.4503,0.1489,0.4809
L041,21,number_sense,NX006,5.0,1,0.3404,0.1388,0.3668
L041,22,subtraction,S003,9.0,0,0.1739,0.4872,0.2202
L041,23,subtraction,SX005,5.0,1,0.3403,0.2134,0.3802
L042,0,number_sense,NX004,4.0,1,0.4193,0.35,0.5144
L042,1,subtraction,S001,4.0,0,0.1307,0.35,0.5311
L042,2,number_sense,NX003,3.0,1,0.4886,0.7429,0.5629
L042,3,counting,C002,2.0,0,0.4169,0.35,0.6259
L042,4,subtraction,SX007,6.0,1,0.0679,0.1755,0.4067
L042,5,counting,CX005,3.0,0,0.404,0.1755,0.5766
L042,6,counting,CX007,4.0,0,0.3684,0.1428,0.5069
L042,7,counting,CX008,5.0,0,0.359,0.138,0.4393
L042,8,counting,C002,2.0,0,0.4351,0.1373,0.5744
L042,9,counting,C001,1.0,0,0.4886,0.1372,0.6039
L042,10,counting,CX008,5.0,0,0.3727,0.1372,0.3852
L042,11,counting,C002,2.0,1,0.5094,0.1372,0.5209
L042,12,addition,A003,8.0,0,0.3894,0.35,0.2575
L042,13,addition,A003,8.0,1,0.325,0.1755,0.2508
L042,14,word_problem,WX009,7.0,0,0.3113,0.35,0.3123
L042,15,word_problem,WX009,7.0,0,0.2983,0.1755,0.3031
L042,16,word_problem,WX004,5.0,0,0.4393,0.1428,0.3842
L042,17,word_problem,W002,8.0,0,0.2784,0.138,0.2443
L042,18,word_problem,WX007,6.0,1,0.3776,0.1373,0.3187
L042,19,counting,CX006,4.0,1,0.4969,0.4871,0.4347
L042,20,word_problem,WX010,8.0,0,0.3913,0.4872,0.2708
L042,21,word_problem,WX005,5.0,1,0.4655,0.2134,0.3957
L042,22,addition,AX007,5.0,0,0.5337,0.5505,0.4158
L042,23,addition,A002,5.0,1,0.5706,0.2368,0.4019
L043,0,subtraction,SX008,7.0,0,0.1952,0.35,0.3666
L043,1,counting,CX001,1.0,1,0.2426,0.35,0.6482
L043,2,word_problem,WX009,7.0,1,0.252,0.35,0.3661
L043,3,addition,AX009,6.0,0,0.3254,0.35,0.4354
L043,4,addition,AX003,3.0,0,0.423,0.1755,0.5706
L043,5,addition,AX002,3.0,0,0.4563,0.1428,0.5512
L043,6,addition,AX009,6.0,0,0.3912,0.138,0.3834
L043,7,addition,AX001,2.0,0,0.4971,0.1373,0.569
L043,8,addition,AX005,4.0,1,0.4883,0.1372,0.4493
L043,9,subtraction,SX009,7.0,0,0.1997,0.1755,0.3248
L043,10,subtraction,SX001,3.0,0,0.3517,0.1428,0.5073
L043,11,subtraction,SX004,5.0,0,0.3156,0.138,0.3908
L043,12,subtraction,SX003,4.0,0,0.367,0.1373,0.4264
L043,13,subtraction,S003,9.0,0,0.1416,0.1372,0.2038
L043,14,subtraction,SX004,5.0,0,0.2972,0.1372,0.3578
L043,15,subtraction,SX007,6.0,1,0.2636,0.1372,0.3024
L043,16,number_sense,NX002,3.0,1,0.3286,0.35,0.4663
L043,17,addition,AX005,4.0,1,0.4904,0.4871,0.4347
L043,18,subtraction,SX001,3.0,0,0.4482,0.4871,0.5042
L043,19,subtraction,SX006,6.0,0,0.3631,0.2134,0.3413
L043,20,subtraction,SX008,7.0,0,0.3088,0.1489,0.2878
L043,21,subtraction,SX007,6.0,0,0.387,0.1388,0.3221
L043,22,subtraction,SX005,5.0,1,0.4433,0.1374,0.3573
L043,23,subtraction,S003,9.0,1,0.3833,0.4874,0.2134
L044,0,number_sense,NX002,3.0,0,0.196,0.35,0.5644
L044,1,addition,AX008,6.0,1,0.05,0.35,0.3957
L044,2,counting,CX006,4.0,0,0.6264,0.35,0.5158
L044,3,word_problem,W001,6.0,0,0.5152,0.35,0.3986
L044,4,addition,AX009,6.0,0,0.1388,0.7429,0.3855
L044,5,counting,CX005,3.0,0,0.6702,0.1755,0.5212
L044,6,counting,CX006,4.0,1,0.5937,0.1428,0.453
L044,7,number_sense,NX009,6.0,0,0.0909,0.1755,0.3738
L044,8,number_sense,NX008,6.0,0,0.0674,0.1428,0.3618
L044,9,number_sense,NX009,6.0,0,0.1466,0.138,0.3503
L044,10,number_sense,NX007,5.0,0,0.166,0.1373,0.3859
L044,11,number_sense,NX003,3.0,0,0.249,0.1372,0.4713
L044,12,number_sense,NX004,4.0,0,0.2483,0.1372,0.4058
L044,13,number_sense,NX003,3.0,0,0.2351,0.1372,0.4413
L044,14,number_sense,NX009,6.0,0,0.1431,0.1372,0.2888
L044,15,number_sense,NX002,3.0,0,0.3062,0.1372,0.4166
L044,16,number_sense,NX008,6.0,0,0.1716,0.1372,0.2692
L044,17,number_sense,NX001,2.0,0,0.3469,0.1372,0.4427
L044,18,number_sense,NX003,3.0,0,0.285,0.1372,0.3792
L044,19,number_sense,NX005,4.0,0,0.2982,0.1372,0.3216
L044,20,number_sense,NX008,6.0,0,0.2445,0.1372,0.2325
L044,21,number_sense,NX010,7.0,0,0.172,0.1372,0.1935
L044,22,number_sense,NX006,5.0,0,0.3068,0.1372,0.259
L044,23,number_sense,NX007,5.0,1,0.2683,0.1372,0.2522
L045,0,word_problem,WX001,3.0,0,0.6103,0.35,0.5644
L045,1,counting,CX002,2.0,0,0.548,0.35,0.5945
L045,2,addition,AX004,4.0,0,0.2943,0.35,0.4744
L045,3,addition,AX007,5.0,0,0.2298,0.1755,0.4086
L045,4,subtraction,S001,4.0,0,0.4068,0.35,0.4441
L045,5,addition,AX007,5.0,0,0.222,0.1428,0.3805
L045,6,addition,AX006,5.0,0,0.2359,0.138,0.3682
L045,7,addition,AX006,5.0,1,0.2601,0.1373,0.3564
L045,8,counting,CX001,1.0,1,0.5756,0.1755,0.5754
L045,9,subtraction,SX004,5.0,0,0.3914,0.1755,0.391
L045,10,subtraction,SX005,5.0,0,0.3339,0.1428,0.3782
L045,11,subtraction,S003,9.0,0,0.2548,0.138,0.205
L045,12,subtraction,SX008,7.0,1,0.3514,0.1373,0.2727
L045,13,word_problem,W001,6.0,1,0.4399,0.1755,0.3365
L045,14,number_sense,NX001,2.0,1,0.5061,0.35,0.5545
L045,15,addition,A002,5.0,0,0.3066,0.4872,0.4197
L045,16,addition,AX004,4.0,0,0.3735,0.2134,0.455
L045,17,addition,AX004,4.0,0,0.3516,0.1489,0.4394
L045,18,addition,AX009,6.0,1,0.3211,0.1388,0.3302
L045,19,subtraction,SX003,4.0,0,0.498,0.4872,0.4473
L045,20,subtraction,S001,4.0,0,0.5016,0.2134,0.4321
L045,21,subtraction,SX001,3.0,0,0.5106,0.1489,0.4671
L045,22,subtraction,SX002,4.0,1,0.4778,0.1388,0.4019
L045,23,addition,AX007,5.0,1,0.4108,0.4899,0.3737
L046,0,subtraction,SX008,7.0,0,0.3418,0.35,0.3666
L046,1,subtraction,SX003,4.0,1,0.4372,0.1755,0.5017
L046,2,subtraction,S001,4.0,0,0.4554,0.5505,0.5189
L046,3,number_sense,NX002,3.0,1,0.7178,0.35,0.5512
L046,4,number_sense,N002,7.0,0,0.6084,0.7429,0.3686
L046,5,subtraction,S001,4.0,0,0.4772,0.2368,0.5038
L046,6,subtraction,SX006,6.0,0,0.437,0.1529,0.3876
L046,7,subtraction,S001,4.0,0,0.5201,0.1394,0.473
L046,8,subtraction,S001,4.0,1,0.481,0.1375,0.4568
L046,9,counting,CX006,4.0,0,0.1129,0.35,0.4754
L046,10,counting,CX006,4.0,0,0.1486,0.1755,0.4591
L046,11,counting,CX009,5.0,0,0.1179,0.1428,0.3944
L046,12,counting,CX009,5.0,0,0.0855,0.138,0.3815
L046,13,counting,CX008,5.0,0,0.1359,0.1373,0.3691
L046,14,counting,C002,2.0,0,0.2434,0.1372,0.5043
L046,15,counting,CX003,2.0,1,0.2216,0.1372,0.4869
L046,16,addition,AX001,2.0,0,0.4473,0.35,0.5046
L046,17,addition,AX006,5.0,1,0.3814,0.1755,0.3417
L046,18,word_problem,WX005,5.0,1,0.3581,0.35,0.3625
L046,19,number_sense,NX006,5.0,1,0.7319,0.3535,0.3831
L046,20,counting,CX006,4.0,1,0.2289,0.4871,0.4527
L046,21,subtraction,SX008,7.0,1,0.4393,0.4876,0.3277
L046,22,addition,AX007,5.0,1,0.4171,0.5505,0.4445
L046,23,word_problem,W002,8.0,1,0.3518,0.7429,0.3207
L047,0,addition,AX005,4.0,0,0.4456,0.35,0.5144
L047,1,counting,CX003,2.0,0,0.588,0.35,0.5962
L047,2,subtraction,SX009,7.0,0,0.2333,0.35,0.3317
L047,3,counting,C001,1.0,1,0.6723,0.1755,0.6137
L047,4,number_sense,NX004,4.0,1,0.6265,0.35,0.4779
L047,5,addition,AX007,5.0,0,0.4381,0.1755,0.4458
L047,6,addition,AX003,3.0,1,0.5618,0.1428,0.5309
L047,7,subtraction,SX004,5.0,0,0.3361,0.1755,0.4466
L047,8,subtraction,SX004,5.0,0,0.3692,0.1428,0.4314
L047,9,subtraction,SX004,5.0,0,0.376,0.138,0.4168
L047,10,subtraction,S002,6.0,0,0.3097,0.1373,0.3555
L047,11,subtraction,S003,9.0,0,0.2123,0.1372,0.223
L047,12,subtraction,SX005,5.0,0,0.4182,0.1372,0.3838
L047,13,subtraction,S003,9.0,0,0.273,0.1372,0.2088
L047,14,subtraction,SX007,6.0,0,0.3414,0.1372,0.3194
L047,15,subtraction,SX009,7.0,1,0.3919,0.1372,0.2685
L047,16,word_problem,WX006,6.0,1,0.5804,0.35,0.3319
L047,17,subtraction,S001,4.0,0,0.4841,0.4871,0.4491
L047,18,subtraction,S001,4.0,0,0.5454,0.2134,0.4338
L047,19,subtraction,SX009,7.0,0,0.4402,0.1489,0.2828
L047,20,subtraction,SX008,7.0,0,0.4739,0.1388,0.2749
L047,21,subtraction,SX009,7.0,1,0.4701,0.1374,0.2674
L047,22,subtraction,SX008,7.0,1,0.5322,0.4874,0.2877
L047,23,addition,AX008,6.0,1,0.5057,0.497,0.3528
L048,0,number_sense,NX007,5.0,0,0.4229,0.35,0.4641
L048,1,number_sense,N002,7.0,1,0.3551,0.1755,0.3518
L048,2,addition,AX002,3.0,1,0.6867,0.35,0.5706
L048,3,subtraction,SX004,5.0,1,0.1181,0.35,0.4852
L048,4,subtraction,SX007,6.0,0,0.1136,0.7429,0.4528
L048,5,counting,CX006,4.0,0,0.5837,0.35,0.5376
L048,6,counting,CX010,6.0,1,0.5507,0.1755,0.4191
L048,7,word_problem,WX005,5.0,0,0.4089,0.35,0.4888
L048,8,word_problem,W002,8.0,0,0.3744,0.1755,0.3281
L048,9,word_problem,WX009,7.0,0,0.3804,0.1428,0.3634
L048,10,word_problem,WX002,4.0,1,0.5234,0.138,0.4984
L048,11,subtraction,SX003,4.0,1,0.1868,0.3535,0.5158
L048,12,word_problem,WX002,4.0,1,0.5986,0.4885,0.5324
L048,13,counting,CX008,5.0,0,0.6414,0.5505,0.4983
L048,14,counting,CX004,3.0,1,0.7307,0.2368,0.5811
L048,15,number_sense,NX009,6.0,1,0.4077,0.5505,0.4454
L048,16,counting,CX009,5.0,1,0.7406,0.6328,0.5147
L048,17,addition,AX006,5.0,1,0.7026,0.7429,0.5314
L048,18,subtraction,S003,9.0,0,0.0821,0.7457,0.3508
L048,19,subtraction,SX009,7.0,1,0.1805,0.356,0.4351
L048,20,subtraction,SX007,6.0,1,0.2334,0.7477,0.5047
L048,21,word_problem,WX005,5.0,0,0.5733,0.8339,0.5716
L048,22,word_problem,WX002,4.0,1,0.6584,0.4593,0.6013
L048,23,word_problem,WX005,5.0,0,0.6298,0.8175,0.5658
L049,0,word_problem,WX001,3.0,1,0.5207,0.35,0.5644
L049,1,counting,CX007,4.0,0,0.5331,0.35,0.5294
L049,2,subtraction,SX006,6.0,0,0.3219,0.35,0.4114
L049,3,word_problem,WX001,3.0,1,0.562,0.7429,0.5472
L049,4,subtraction,SX008,7.0,0,0.2825,0.1755,0.3649
L049,5,subtraction,SX006,6.0,0,0.3499,0.1428,0.4006
L049,6,subtraction,SX007,6.0,0,0.3627,0.138,0.3874
L049,7,subtraction,SX002,4.0,1,0.4013,0.1373,0.4728
L049,8,counting,CX003,2.0,1,0.5745,0.1755,0.5907
L049,9,number_sense,NX005,4.0,0,0.1771,0.35,0.5051
L049,10,number_sense,NX007,5.0,0,0.1278,0.1755,0.4376
L049,11,number_sense,NX004,4.0,0,0.2059,0.1428,0.4726
L049,12,number_sense,NX009,6.0,0,0.1063,0.138,0.3594
L049,13,number_sense,NX010,7.0,0,0.0872,0.1373,0.3038
L049,14,number_sense,NX009,6.0,0,0.1195,0.1372,0.3386
L049,15,number_sense,NX001,2.0,0,0.2992,0.1372,0.5224
L049,16,number_sense,NX004,4.0,0,0.2558,0.1372,0.4048
L049,17,number_sense,NX007,5.0,0,0.2124,0.1372,0.3446
L049,18,number_sense,NX009,6.0,0,0.2057,0.1372,0.2907
L049,19,number_sense,NX007,5.0,0,0.2168,0.1372,0.325
L049,20,number_sense,N001,3.0,1,0.3157,0.1372,0.4079
L049,21,addition,A003,8.0,1,0.4543,0.35,0.2144
L049,22,number_sense,NX003,3.0,1,0.3939,0.4871,0.4545
L049,23,subtraction,SX002,4.0,1,0.4841,0.4872,0.4235
L050,0,subtraction,S002,6.0,0,0.359,0.35,0.4145
L050,1,word_problem,WX002,4.0,0,0.3296,0.35,0.5001
L050,2,number_sense,NX007,5.0,0,0.5534,0.35,0.4328
L050,3,addition,AX009,6.0,0,0.1606,0.35,0.3702
L050,4,subtraction,SX004,5.0,0,0.4312,0.1755,0.4058
L050,5,subtraction,SX003,4.0,1,0.477,0.1428,0.4413
L050,6,number_sense,NX010,7.0,0,0.4507,0.1755,0.318
L050,7,number_sense,NX006,5.0,0,0.577,0.1428,0.4003
L050,8,number_sense,NX010,7.0,1,0.5074,0.138,0.2969
L050,9,addition,AX007,5.0,0,0.1961,0.1755,0.4104
L050,10,addition,AX009,6.0,0,0.2045,0.1428,0.3497
L050,11,addition,A003,8.0,1,0.1461,0.138,0.2551
L050,12,word_problem,WX001,3.0,1,0.374,0.1755,0.5097
L050,13,counting,C001,1.0,0,0.2315,0.35,0.6247
L050,14,counting,CX001,1.0,0,0.2201,0.1755,0.6042
L050,15,counting,C001,1.0,0,0.2437,0.1428,0.5841
L050,16,counting,CX001,1.0,0,0.2304,0.138,0.5644
L050,17,counting,CX008,5.0,0,0.1013,0.1373,0.3486
L050,18,counting,CX008,5.0,0,0.1747,0.1372,0.3378
L050,19,counting,CX008,5.0,1,0.1612,0.1372,0.3274
L050,20,counting,CX010,6.0,0,0.1676,0.4871,0.304
L050,21,counting,CX001,1.0,0,0.3689,0.2134,0.5342
L050,22,counting,CX001,1.0,0,0.3705,0.1489,0.5158
L050,23,counting,C002,2.0,0,0.3402,0.1388,0.4478
L051,0,subtraction,SX006,6.0,0,0.6211,0.35,0.4145
L051,1,counting,C002,2.0,1,0.5765,0.35,0.5995
L051,2,word_problem,WX008,7.0,1,0.3405,0.35,0.3661
L051,3,addition,AX004,4.0,0,0.3044,0.35,0.5357
L051,4,subtraction,SX002,4.0,1,0.6784,0.1755,0.5173
L051,5,addition,AX006,5.0,0,0.2719,0.1755,0.4836
L051,6,addition,AX006,5.0,1,0.2518,0.1428,0.4669
L051,7,number_sense,NX009,6.0,0,0.199,0.35,0.4353
L051,8,number_sense,N002,7.0,0,0.172,0.1755,0.3724
L051,9,number_sense,NX007,5.0,0,0.2813,0.1428,0.4575
L051,10,number_sense,NX002,3.0,0,0.3723,0.138,0.5422
L051,11,number_sense,NX009,6.0,1,0.2576,0.1373,0.3752
L051,12,number_sense,NX007,5.0,0,0.3849,0.4872,0.4447
L051,13,number_sense,NX010,7.0,0,0.3207,0.2134,0.3348
L051,14,number_sense,N002,7.0,1,0.3284,0.1489,0.3246
L051,15,addition,AX005,4.0,1,0.3685,0.497,0.4912
L051,16,number_sense,N002,7.0,0,0.333,0.5076,0.3614
L051,17,number_sense,NX007,5.0,0,0.4143,0.2205,0.4462
